Server,UserID,ATINTradeID,ATINOrderID,OrderID,ExchangeOrderNo,ExchangeTradeID,OrderTime,ExchangeOrderTime,ExchangeTradeTime,Exchange,SecurityID,Symbol,Expiry Date,SecurityType,OptionType,Side,OrderType,Quantity,PendingQuantity,Price,StrikePrice,ClientID,ReferenceText,ManagerID,MemberID,StrategyID,CTCLID,ProductType,OpenClose,Multiplier,Pancard,TerminalInfo,AlgoID,AlgoCategory,ParticipantID,Amount,Id
Default,M13,586,608,83,0HPYSW605,211325,20190513-12:50:43:1557,20190513-12:51:11.854,20190513-12:51:11.854,TTSIM:A,CL CLX0,CL CLX0,22-Sep-20,FUTURE,,Buy,Limit,1,0,7489,0,M13,Spinmt:19063,M13,123,0,123,CCE,NONE,10,,,,0,,-74890,M13TTSIM:AM13CL CLX00220920
Default,M13,591,611,84,0HPYSW608,211814,20190513-12:51:02:1557,20190513-12:51:13.134,20190513-12:51:30.188,TTSIM:A,CL CLV0,CL CLV0,22-Sep-21,FUTURE,,Sell,Limit,1,1,7406,0,M13,Spinmt:19066,M13,123,0,123,CCE,NONE,10,,,,0,,74060,M13TTSIM:AM13CL CLV00220921
Default,M13,593,615,85,0HPYSW612,211817,20190513-12:51:02:1557,20190513-12:51:30.230,20190513-12:51:30.230,TTSIM:A,CL CLX0,CL CLX0,22-Sep-20,FUTURE,,Buy,Limit,1,0,7484,0,M13,Spinmt:19063,M13,123,0,123,CCE,NONE,10,,,,0,,-74840,M13TTSIM:AM13CL CLX00220920
Default,M13,597,588,79,0HPYSW585,211913,20190513-12:51:02:1557,20190513-12:50:04.806,20190513-12:51:34.885,TTSIM:A,CL CLV0,CL CLV0,22-Sep-21,FUTURE,,Buy,Limit,1,1,7398,0,M13,Spinmt:19063,M13,123,0,123,CCE,NONE,10,,,,0,,-73980,M13TTSIM:AM13CL CLV00220921
Default,M13,598,620,87,0HPYSW617,211934,20190513-12:51:07:1557,20190513-12:51:35.011,20190513-12:51:35.012,TTSIM:A,CL CLX0,CL CLX0,22-Sep-20,FUTURE,,Sell,Limit,1,0,7481,0,M13,Spinmt:19063,M13,123,0,123,CCE,NONE,10,,,,0,,74810,M13TTSIM:AM13CL CLX00220920
Default,M13,600,617,86,0HPYSW614,211946,20190513-12:51:07:1557,20190513-12:51:30.964,20190513-12:51:35.157,TTSIM:A,CL CLV0,CL CLV0,22-Sep-21,FUTURE,,Sell,Limit,1,0,7401,0,M13,Spinmt:19067,M13,123,0,123,CCE,NONE,10,,,,0,,74010,M13TTSIM:AM13CL CLV00220921
Default,M13,602,623,88,0HPYSW620,211949,20190513-12:51:07:1557,20190513-12:51:35.219,20190513-12:51:35.220,TTSIM:A,CL CLX0,CL CLX0,22-Sep-20,FUTURE,,Buy,Limit,1,0,7478,0,M13,Spinmt:19063,M13,123,0,123,CCE,NONE,10,,,,0,,-74780,M13TTSIM:AM13CL CLX00220920
Default,M13,603,624,89,0HPYSW621,211970,20190513-12:51:08:1557,20190513-12:51:35.998,20190513-12:51:35.998,TTSIM:A,CL CLV0,CL CLV0,22-Sep-21,FUTURE,,Sell,Limit,1,0,7401,0,M13,Spinmt:19068,M13,123,0,123,CCE,NONE,10,,,,0,,74010,M13TTSIM:AM13CL CLV00220921
Default,M13,604,626,91,0HPYSW623,211971,20190513-12:51:08:1557,20190513-12:51:36.077,20190513-12:51:36.078,TTSIM:A,CL CLX0,CL CLX0,22-Sep-20,FUTURE,,Buy,Limit,1,0,7478,0,M13,Spinmt:19069,M13,123,0,123,CCE,NONE,10,,,,0,,-74780,M13TTSIM:AM13CL CLX00220920
Default,M13,607,629,92,0HPYSW626,212014,20190513-12:51:10:1557,32070,20190513-12:51:37.923,TTSIM:A,CL CLV0,CL CLV0,22-Sep-21,FUTURE,,Sell,Limit,1,1,7401,0,M13,Spinmt:19070,M13,123,0,123,CCE,NONE,10,,,,0,,74010,M13TTSIM:AM13CL CLV00220921
Default,M13,608,630,93,0HPYSW627,212021,20190513-12:51:10:1557,32070,20190513-12:51:37.980,TTSIM:A,CL CLX0,CL CLX0,22-Sep-20,FUTURE,,Buy,Limit,1,1,7478,0,M13,Spinmt:19069,M13,123,0,123,CCE,NONE,10,,,,0,,-74780,M13TTSIM:AM13CL CLX00220920
Default,M13,611,633,94,0HPYSW630,212070,20190513-12:51:11:1557,20190513-12:51:39.116,20190513-12:51:39.117,TTSIM:A,CL CLV0,CL CLV0,22-Sep-21,FUTURE,,Sell,Limit,1,1,7401,0,M13,Spinmt:19071,M13,123,0,123,CCE,NONE,10,,,,0,,74010,M13TTSIM:AM13CL CLV00220921
Default,M13,612,634,95,0HPYSW631,212071,20190513-12:51:11:1557,20190513-12:51:39.188,20190513-12:51:39.189,TTSIM:A,CL CLX0,CL CLX0,22-Sep-20,FUTURE,,Buy,Limit,1,0,7478,0,M13,Spinmt:19069,M13,123,0,123,CCE,NONE,10,,,,0,,-74780,M13TTSIM:AM13CL CLX00220920
Default,M13,622,637,96,0HPYSW634,213572,20190513-12:52:06:1557,20190513-12:51:41.169,20190513-12:52:34.889,TTSIM:A,CL CLV0,CL CLV0,22-Sep-21,FUTURE,,Sell,Limit,1,1,7392,0,M13,Spinmt:19072,M13,123,0,123,CCE,NONE,10,,,,0,,73920,M13TTSIM:AM13CL CLV00220921
Default,M13,624,646,97,0HPYSW643,213589,20190513-12:52:07:1557,20190513-12:52:35.018,20190513-12:52:35.018,TTSIM:A,CL CLZ0,CL CLZ0,22-Sep-20,FUTURE,,Buy,Limit,1,0,7474,0,M13,Spinmt:19069,M13,123,0,123,CCE,NONE,10,,,,0,,-74740,M13TTSIM:AM13CL CLZ00220920
Default,M13,719,625,90,0HPYSW622,227337,20190513-13:00:59:1557,20190513-12:51:36.016,20190513-13:01:32.128,TTSIM:A,CL CLM0,CL CLM0,22-Sep-21,FUTURE,,Buy,Limit,1,1,7404,0,M13,Spinmt:19069,M13,123,0,123,CCE,NONE,10,,,,0,,-74040,M13TTSIM:AM13CL CLM00220921
Default,A3,721,583,93,0HPYSW580,227945,20190513-13:01:29:1557,20190513-12:49:48.559,20190513-13:01:57.173,TTSIM:A,CL CLV0,CL CLV0,22-Sep-21,FUTURE,,Buy,Limit,1,1,7402,0,M13,NIFTY,M13,123,53,123,CCE,NONE,10,,,,0,,-74020,A3TTSIM:AM13CL CLV00220921
